Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Shops,Price
6472,62,2,69,40,16,7,17.0,2016,3,131341.23141814425
10457,167,1,33,24,6,7,5.0,1961,10,167521.44739683243
12207,90,1,32,21,6,6,5.0,1966,2,159358.62948306266
11917,27,2,67,32,6,15,1.0,1977,3,167088.4129628161
11239,98,1,34,22,6,6,9.0,1966,2,172963.99213123534
2846,27,2,66,33,10,3,17.0,1977,3,178776.87798956753
2104,99,3,64,45,6,3,9.0,1971,4,211939.71955088736
8776,27,2,67,32,6,2,17.0,1977,1,154696.06704256064
11922,9,2,56,31,8,6,14.0,1989,4,176248.38423428638
14322,1,2,62,63,6,24,24.0,1977,1,209817.0346437333
7726,41,2,46,29,6,2,9.0,1969,3,84618.07293642491
1396,94,2,60,57,6,8,20.0,2015,6,283319.77430112736
6423,33,2,46,32,6,15,14.0,1977,10,223496.37282577984
9014,130,2,67,40,8,7,8.0,1961,11,278443.3226077177
10065,5,2,54,31,7,14,22.0,1991,5,279119.9134223016
6066,67,1,41,21,10,9,16.0,1980,6,210769.51664143425
2722,6,3,102,95,6,24,25.0,2016,3,266657.95580631524
4550,170,3,84,53,10,5,12.0,2002,7,494940.959044417
7672,58,1,40,23,8,12,14.0,1996,2,129353.56650175535
5840,183,1,38,19,6,6,8.0,1951,10,309354.7206984417
6235,52,1,45,17,10,18,22.0,2005,5,189477.39033787145
3105,87,2,55,32,9,14,17.0,1986,6,223146.6096848588
14317,1,2,76,74,6,2,1.0,1977,1,251885.3086413643
1747,99,3,67,47,9,2,14.0,1974,4,198891.60156663926
1843,74,1,49,32,6,4,1.0,1977,6,146838.03685183893
5822,24,1,50,30,10,20,24.0,2016,3,321773.755620675
2141,56,1,53,32,6,24,1.0,2015,6,208773.97724299555
5803,6,2,64,32,6,12,25.0,2019,3,186246.25354150074
9046,23,3,103,32,6,8,25.0,1977,2,247709.61932419852
11654,34,2,56,32,6,12,13.0,1977,11,250175.7817997947
15541,90,3,75,47,10,5,14.0,2005,3,418134.9087285727
8243,21,2,45,27,6,7,5.0,1961,4,157161.67951239675
10981,21,1,32,18,6,7,9.0,1968,4,155759.50856180995
4952,27,3,90,32,6,8,13.0,1977,3,259915.4618968204
1144,23,1,43,32,6,12,25.0,1977,2,129723.26943011144
3965,13,2,62,34,10,14,12.0,2003,15,297804.6818923344
13457,6,1,40,32,6,16,17.0,1977,3,123044.21369945847
16530,23,1,50,32,6,1,1.0,1977,3,144718.36237254206
15511,83,2,53,31,8,3,12.0,1975,6,232830.79876719593
7309,46,1,42,20,8,11,12.0,1977,1,183494.3990425933
13061,27,3,83,82,8,8,11.0,1977,3,233924.3462095307
1456,9,1,43,32,6,3,18.0,1977,4,125700.97861220026
5274,21,3,84,50,8,5,12.0,1985,5,343760.81361313944
7945,34,1,47,38,10,15,25.0,2015,11,210963.67311996515
5979,38,2,55,32,9,6,17.0,2011,7,69748.50095421361
8703,167,3,67,47,7,7,7.0,1950,10,436153.9557215575
12283,140,1,28,17,6,9,9.0,1974,6,155533.37500550158
2950,23,1,27,26,6,5,4.0,2017,3,60918.56788964407
8132,84,2,50,28,6,5,5.0,1972,1,173792.63752619346
6032,0,2,57,31,10,11,16.0,1984,8,235450.61946386282
16348,23,1,42,32,6,19,17.0,1977,2,111124.7412577501
16416,23,3,65,64,11,11,12.0,2018,3,134710.0191234143
4467,28,4,95,58,8,4,14.0,1998,3,392798.07298975415
6497,10,2,48,27,6,3,9.0,1970,6,209554.9998915108
96,30,1,40,32,6,13,17.0,1977,23,133031.58726544262
10167,6,3,76,32,6,6,17.0,1977,3,204024.0965054403
3863,69,1,38,38,8,12,17.0,1998,9,200664.3686604464
8446,17,3,78,48,10,14,16.0,1984,2,382951.8942950996
4718,27,2,60,32,6,8,19.0,1977,1,132806.05720385278
11451,78,2,55,30,11,3,16.0,1980,2,229922.6232895797
14900,1,1,46,48,6,8,24.0,1977,1,168154.85494428698
6146,62,3,102,101,6,6,6.0,2017,3,223222.82925009693
14602,27,3,82,82,13,7,10.0,2015,3,267169.95343826275
177,9,3,82,81,6,11,18.0,1977,4,237213.09187262665
4490,105,2,52,32,8,9,14.0,1979,1,325950.6247736481
16566,18,1,41,22,8,13,14.0,1988,5,168708.74032030578
3000,34,2,57,32,9,6,14.0,2001,11,231828.43766693235
13356,13,2,63,35,10,9,14.0,1996,15,330318.99141590076
13994,9,2,66,32,6,3,1.0,1977,4,185325.8653495347
13530,11,2,56,38,7,2,5.0,1960,1,230595.34895811122
5395,27,1,46,23,8,14,14.0,2011,4,138324.2873466341
7688,22,1,41,22,8,3,14.0,2000,3,183888.8602470572
3587,60,3,53,35,6,4,9.0,1969,19,254959.5538673809
15734,52,2,65,32,6,4,17.0,1977,5,159112.03456969274
15179,6,1,43,32,6,16,17.0,1977,3,130466.4967515001
11514,134,1,39,20,6,9,9.0,1976,8,218414.67308743115
10188,23,2,51,32,6,3,3.0,1977,3,86196.58169750754
7442,69,3,86,47,9,3,25.0,2004,9,500387.60244324396
3115,79,1,32,21,6,1,5.0,1968,5,91844.70158718976
15815,101,2,47,32,6,7,5.0,1964,2,190884.57451377079
14747,27,2,74,32,6,10,1.0,1977,3,159236.67069862207
15676,182,3,49,35,6,9,8.0,1938,6,429090.88128428726
3474,111,4,73,50,6,9,16.0,1969,4,358898.7572019118
8371,57,2,54,34,10,7,12.0,1978,4,205198.16211501983
10271,27,3,73,37,12,18,17.0,2002,3,192330.46148384575
5808,11,3,60,44,6,10,9.0,1971,4,252438.07119961805
11091,45,1,40,21,6,5,5.0,1958,3,184792.78592322773
9121,27,1,44,20,9,16,17.0,2008,3,133106.3300730191
11826,26,2,46,32,6,7,9.0,1965,2,208732.413959042
6774,9,3,59,37,6,3,9.0,1975,3,198328.57331796686
13667,61,1,45,22,8,14,14.0,1995,3,120832.3690828274
1530,145,1,39,14,11,2,12.0,1998,5,177117.0977560821
6735,23,1,30,32,6,11,16.0,2017,3,69277.65535853727
15359,44,1,32,16,6,6,5.0,1965,1,126046.80332945632
140,8,1,42,20,8,5,14.0,2009,5,194684.33939886765
12044,44,3,60,46,6,6,9.0,1972,1,225251.55911044
8271,99,2,45,27,6,5,9.0,1969,8,184083.3163323614
13951,45,1,39,32,6,24,24.0,2017,2,271893.1185723133
224,83,2,51,32,9,3,12.0,1979,4,221518.14516557023
16129,46,2,45,31,6,5,5.0,1969,5,191826.257759833
4517,71,2,53,34,8,4,12.0,1982,3,182516.55818109802
175,23,2,58,32,6,16,17.0,1977,2,184501.0112251269
5834,9,2,68,32,6,11,1.0,1977,4,208836.50011582518
1656,8,1,41,19,9,2,16.0,1998,5,158608.1062489614
993,69,4,98,64,10,2,16.0,1977,9,454518.3774987824
2303,42,1,42,23,10,19,24.0,2007,3,178437.71352960402
15684,29,2,53,33,8,2,17.0,2001,2,213448.39176679665
14451,44,2,47,29,6,6,9.0,1975,1,229324.29029433016
12641,27,1,47,32,6,11,1.0,1977,3,185252.70176315773
8422,62,1,54,32,6,4,13.0,1977,3,143312.7087727574
7687,37,3,65,62,8,7,9.0,1969,5,301201.17398508487
11548,27,2,41,32,6,7,13.0,1977,3,120724.05600781045
4074,61,3,86,55,10,16,17.0,2012,9,87110.51316894534
851,99,3,65,43,10,10,12.0,1973,8,285568.5191894024
11085,11,2,49,28,6,4,12.0,1970,5,232539.20277066226
484,22,2,45,29,6,4,5.0,1967,3,232156.28931264172
8708,80,2,53,33,8,6,22.0,1984,4,238623.8888412545
2628,84,2,46,30,6,2,12.0,1967,1,173341.32956755205
4686,37,2,44,31,6,10,9.0,1972,3,210615.59339119247
6355,45,2,71,32,6,16,13.0,1977,2,375417.95058966655
12251,26,3,116,56,14,7,30.0,2013,2,601914.014560365
14985,23,1,39,32,6,6,17.0,1977,2,110736.0103826448
10524,23,3,74,32,6,5,17.0,1977,2,172826.8491596616
1797,27,1,38,32,6,17,22.0,1977,1,112606.58700140336
1732,27,2,41,32,6,5,17.0,1977,3,115524.1370531036
2693,2,2,55,36,9,15,16.0,1984,9,261178.52971028961
7772,6,1,44,39,6,4,17.0,2016,3,129373.29092543172
13371,23,1,42,32,6,6,17.0,1977,2,110237.73976445344
7070,27,2,60,58,6,8,15.0,1977,1,136580.2517473851
10705,1,2,65,61,6,7,20.0,1977,1,196924.6075662979
581,128,2,55,33,9,12,17.0,1990,8,264144.7308436584
1943,23,1,34,23,6,3,9.0,1977,2,123381.29436713054
4691,2,2,45,31,6,9,9.0,1969,6,204550.54889810926
1019,27,1,44,32,6,17,17.0,1977,3,163215.42630467948
1236,30,1,27,30,6,6,1.0,1977,23,80575.63416537174
15392,27,1,40,20,12,8,1.0,1977,3,152955.1167827294
1126,153,1,38,19,7,6,17.0,1992,8,162462.60488347858
14206,6,2,64,37,12,11,17.0,2016,3,164420.334454265
10741,155,3,78,45,9,16,16.0,1989,6,598541.3463852069
16370,61,2,51,30,6,13,12.0,1977,9,214471.5202803511
7523,6,3,81,32,6,13,17.0,1977,3,215387.0196896559
5520,41,3,61,45,6,2,9.0,1968,3,229916.69276891658
6804,84,2,46,29,6,3,9.0,1974,1,175062.6005985943
4556,27,2,73,32,6,6,12.0,1977,3,166953.48465231078
1868,55,3,62,45,6,10,9.0,1973,4,214619.13633683725
7069,23,2,52,31,9,8,17.0,2008,2,79325.62607583651
9721,185,2,45,28,6,6,4.0,1966,1,130020.75628114295
5733,62,1,45,32,6,11,13.0,1977,3,127644.67621895767
4382,157,2,43,25,7,4,9.0,1969,5,359947.6953313935
4925,23,1,38,32,6,11,17.0,1977,3,75108.60977345111
7997,23,2,56,32,6,3,17.0,1977,3,90349.05465239649
9107,30,2,54,32,6,7,15.0,2018,23,125653.04518634795
3963,48,3,60,38,6,4,9.0,1980,10,276349.9122838608
14310,173,2,42,26,7,10,12.0,1973,4,249827.83658063642
6434,123,3,54,38,6,7,9.0,1972,5,251356.3964501259
13542,142,1,42,20,8,12,12.0,1979,3,192589.81637449047
9980,27,2,62,32,9,10,10.0,1977,3,217232.1143410336
1067,52,3,78,79,6,11,17.0,1977,5,186109.2221597799
5990,62,1,45,45,10,8,17.0,2019,3,132203.17488652194
11735,15,1,38,23,6,9,12.0,2008,3,160185.6320848009
8831,6,1,40,32,6,14,17.0,1977,3,129815.37136190989
99,1,1,46,47,10,13,20.0,1977,1,124819.13986937793
6787,52,1,33,21,6,1,4.0,1970,5,109844.44549520011
16409,31,2,55,37,8,10,8.0,1961,1,318154.4751696618
14611,18,1,39,22,8,12,17.0,1989,5,175819.36911243235
1614,98,2,54,30,9,16,17.0,2005,2,330026.8901313985
2968,6,1,48,32,6,16,1.0,2015,3,155224.2276652908
9163,30,3,66,32,6,7,17.0,2015,23,129202.65263368165
1195,44,3,77,44,10,2,17.0,1984,1,360202.41165075405
3035,94,2,47,32,6,5,12.0,1975,3,162335.0140342568
16280,84,1,34,19,6,5,6.0,1977,6,192094.5371329104
6832,96,2,62,35,10,5,10.0,1994,4,259293.02212247785
2915,29,1,23,13,6,5,9.0,1974,2,124258.91467863713
14400,13,1,39,23,8,5,12.0,1980,15,166438.47614851757
15442,34,3,75,49,10,10,17.0,1994,11,335893.98369408824
5362,58,3,82,44,12,8,17.0,2007,1,367106.4598020981
10863,105,1,31,22,6,10,9.0,1966,1,187370.28835828626
9119,34,2,57,32,10,21,21.0,2017,11,210878.52397567008
10903,58,1,40,32,6,5,3.0,2016,5,109651.70292237084
3141,6,1,49,32,6,12,25.0,1977,3,154546.69613588814
13476,30,2,66,32,6,10,17.0,1977,23,205978.53973848696
737,27,3,87,51,10,5,17.0,2005,4,360751.0568459145
10633,81,1,31,21,6,2,5.0,1966,8,159039.956890432
9498,10,1,35,21,7,2,9.0,1971,11,140730.3571296551
12767,8,2,47,29,6,4,9.0,1981,4,197755.24994448366
9479,25,1,33,34,6,24,1.0,2018,11,150423.4156302431
4838,27,1,38,19,11,11,11.0,1977,3,140291.54871913514
4647,99,1,35,21,9,7,12.0,1970,8,159159.30832889755
6725,134,3,88,51,10,12,12.0,2017,7,215851.426648743
5814,6,1,39,32,6,15,17.0,1977,3,120714.89576960244
1424,128,2,65,36,11,15,17.0,2005,8,348336.3227895341
9786,18,3,65,42,7,3,14.0,1987,5,274257.24549524416
2501,6,2,61,32,6,14,17.0,1977,3,179744.78272650598
7487,96,2,46,27,7,5,10.0,2003,4,161219.30937617688
3163,6,2,65,32,6,9,17.0,1977,3,184089.85287072448
6356,6,1,40,32,6,16,17.0,2015,3,122001.94866676033
13812,1,1,44,32,6,9,17.0,1977,1,131509.56362756682
13930,21,1,39,22,7,4,17.0,1990,5,152005.08256267293
4981,63,2,58,58,12,16,17.0,2017,6,328454.4461318897
9968,18,3,77,74,10,4,17.0,1998,5,141462.0566165657
16747,83,3,78,48,9,5,22.0,1986,4,454503.4687278275
7448,6,1,41,22,10,11,14.0,2016,3,140534.9530503223
15292,23,2,55,32,6,2,17.0,1977,2,144402.24532042688
3088,90,2,45,27,6,2,5.0,1968,2,167300.0880975335
11858,128,2,49,37,6,4,5.0,1977,4,150891.28635652663
14446,62,1,58,32,6,4,17.0,2013,3,167559.26183364177
14999,23,1,34,32,6,6,4.0,1977,3,63587.76406055901
4000,74,2,73,32,6,10,13.0,2016,2,224526.41420063004
9263,1,1,51,51,6,10,16.0,2017,1,177423.11173959324
15952,59,2,75,32,6,11,25.0,1977,5,361461.2015392445
7955,107,2,36,22,7,3,9.0,1963,3,195850.33600398147
15959,48,1,44,21,8,4,12.0,1982,10,211955.49138455727
9518,128,3,76,47,10,5,17.0,1998,4,206271.27781088397
11097,62,2,51,31,7,12,12.0,1973,5,216436.1139875571
10900,57,1,43,32,6,10,17.0,1977,3,151646.10777854596
7173,15,3,98,52,12,15,16.0,2006,3,387504.7522224817
4121,27,1,58,32,6,2,6.0,1977,3,151229.11765771938
7557,105,2,46,29,6,3,9.0,1973,1,196256.1295301581
1251,83,1,34,18,6,6,9.0,1975,6,139040.84132679648
14229,1,2,53,32,6,7,17.0,1977,1,202944.33149664
2195,26,1,51,39,6,5,20.0,2013,2,262995.48476032424
1502,11,2,49,32,6,6,9.0,1973,1,192968.97391983526
11248,27,2,54,33,11,2,9.0,2000,4,238779.44765093192
4595,48,1,37,41,6,21,1.0,2016,10,206779.57202079077
9206,29,2,41,24,7,4,9.0,1965,3,171874.70487128774
12890,108,3,80,52,8,5,9.0,1959,4,576037.6323824784
339,6,1,38,19,7,5,17.0,2015,3,107968.54933165963
12031,83,2,50,34,6,7,9.0,1978,4,223131.72727112653
13867,109,2,49,32,6,4,5.0,1963,6,238412.5580265109
9039,27,3,89,43,6,7,13.0,1977,3,259654.49706653602
11632,96,3,88,48,11,25,24.0,2004,4,386301.97709448775
1168,7,1,37,23,8,17,16.0,1983,3,231404.71880141128
11108,46,3,86,53,7,4,5.0,1955,5,335452.15795317944
7667,11,2,42,28,6,5,5.0,1966,5,177191.7959406302
3463,27,2,58,31,11,5,6.0,1999,4,89017.23532992144
2973,21,2,50,32,8,6,12.0,1971,4,204130.7724241478
6280,61,2,64,37,10,3,17.0,1983,9,309286.5696058098
11196,6,1,46,32,6,14,25.0,1977,3,139968.82461432138
6362,13,2,61,36,10,10,17.0,1999,15,253362.8943274229
15767,59,1,38,18,7,6,17.0,2012,6,125312.65050361553
4982,27,1,37,41,10,20,22.0,2019,1,86887.13967463373
3577,59,3,107,32,6,7,18.0,1977,2,498380.8033398103
12949,6,3,79,49,10,3,1.0,2016,3,225579.82013563978
954,128,1,39,23,8,8,14.0,1992,8,178780.60624352095
11652,11,3,63,40,8,5,9.0,1973,4,241241.4746715161
7335,67,3,62,40,6,3,9.0,1976,6,236123.69832419808
2011,26,1,36,19,9,17,17.0,1980,2,217739.57027246786
2594,45,1,56,54,6,24,22.0,2016,2,293852.8038563964
10259,21,3,79,46,10,4,14.0,2008,4,429171.38939466345
4494,24,2,45,31,6,6,5.0,1965,3,208053.6933161852
5789,80,2,56,32,8,16,17.0,1984,5,241209.58115640355
741,13,1,40,23,8,5,12.0,1982,15,194107.0221116977
15548,6,1,47,45,6,5,25.0,2013,3,139794.60982508966
6548,161,1,33,19,6,4,8.0,1963,3,214471.00275421425
10830,37,2,43,26,6,12,12.0,1969,3,201994.18477491435
14076,45,2,63,61,6,12,24.0,2014,2,323651.8910805438
8286,172,4,101,72,9,11,12.0,1935,5,274992.4723657961
8687,48,1,42,32,6,19,17.0,1977,10,236378.4662166765
16518,90,2,54,32,8,9,14.0,1991,3,304576.02729349496
16078,142,1,31,17,6,5,5.0,1968,3,188512.99993927122
8175,23,1,35,32,6,5,4.0,1977,3,92855.41032251943
788,108,3,75,43,8,15,22.0,2009,1,542760.885926676
13449,33,1,33,32,6,5,12.0,1977,10,145331.45159112493
5338,2,1,30,20,6,5,9.0,1974,9,158375.47545566742
3853,44,2,63,33,12,14,14.0,2004,3,358884.62591368647
14830,34,3,83,80,6,18,25.0,2018,11,259541.9085863816
5976,6,3,103,32,6,26,25.0,1977,3,271249.5184009187
3588,6,3,84,81,15,6,17.0,2018,3,226810.6926485911
14362,27,1,40,32,6,5,12.0,1977,3,105695.79717597172
6893,114,1,35,25,6,9,9.0,1967,3,209633.7338138153
8113,96,1,55,32,6,3,9.0,1977,4,138389.28083075158
13182,1,3,81,32,6,10,17.0,1977,1,250381.5807799448
12601,77,2,54,34,8,18,16.0,1976,16,230943.81988922483
8924,1,1,39,39,6,3,17.0,1977,1,150053.08546295893
5815,129,2,45,26,6,5,5.0,1964,5,184264.2930452119
7342,62,1,49,32,6,1,17.0,1977,3,145690.74877655215
7418,34,2,64,61,6,8,16.0,2017,11,279732.5510234112
7926,164,2,41,42,6,6,9.0,1972,6,185102.29606964163
12503,6,2,74,32,6,12,1.0,1977,3,188118.3643084461
10094,48,3,79,47,10,15,17.0,1984,10,346649.42486698925
7346,62,1,34,18,9,1,17.0,1991,3,87553.98856725151
8650,19,2,63,33,6,6,5.0,1961,6,88212.17799770588
8479,32,4,115,70,10,6,24.0,2006,11,620399.2803245428
8839,74,2,92,32,6,15,22.0,1977,2,284488.5640507825
11549,53,2,43,32,6,5,5.0,1966,3,200163.44919865736
6930,28,1,43,19,9,13,25.0,2007,3,125152.89795596426
5421,74,2,81,83,11,16,22.0,2019,2,242298.10837853642
3404,13,3,62,43,6,6,9.0,1983,15,246196.0888625157
12591,18,1,42,22,8,14,17.0,1999,5,171047.2739623402
12027,21,1,43,22,8,14,17.0,2006,5,197079.41347756144
4465,80,3,55,38,6,10,9.0,1978,4,234488.4258909124
16245,28,3,72,46,7,13,16.0,1991,3,310453.2185823932
7024,99,2,42,25,6,13,12.0,1969,8,161263.41450165247
196,76,2,53,32,9,13,16.0,1976,5,305406.3862085355
5712,116,3,80,51,7,8,10.0,1960,11,500488.96100381954
4154,126,1,44,23,8,6,14.0,1991,3,196183.41965508802
14481,167,1,34,17,10,13,12.0,1968,3,220414.15856675667
3778,111,1,39,19,7,4,16.0,1981,4,213835.76005013593
4552,21,2,43,29,6,1,5.0,1966,5,159438.9208447826
6250,9,3,81,32,6,5,1.0,1977,4,227416.60571262226
10135,28,2,49,28,7,4,5.0,1952,3,228791.40293456608
11555,59,2,72,75,6,11,9.0,2015,5,364570.7451083802
2629,119,2,45,32,6,10,12.0,1984,5,193605.7772848777
12376,58,3,85,32,6,18,17.0,1977,5,198360.84476264255
806,119,1,34,22,6,6,9.0,1966,5,166021.88986730907
3908,9,2,52,29,8,17,22.0,1991,1,195430.02481567406
3634,37,2,54,25,8,8,16.0,1979,3,283576.13681268913
1301,10,2,51,34,8,12,17.0,1988,11,269402.39645660983
4457,44,1,31,19,6,6,9.0,1973,3,162491.60854951316
11921,23,2,46,27,6,6,5.0,1967,3,114980.00777479613
13522,12,1,41,21,10,10,22.0,1989,15,196082.47842509093
15103,21,1,36,21,9,3,12.0,1969,5,161789.5602273999
1174,109,3,77,41,10,9,14.0,2005,4,517263.4076162104
11294,27,2,60,57,6,16,1.0,2016,3,175005.38000294307
2313,63,3,61,43,6,8,9.0,1970,6,318654.5636171955
11874,107,2,54,27,9,16,22.0,2010,3,278975.6739081099
11266,1,1,39,32,6,18,17.0,2017,1,139430.54531321992
9608,23,2,53,32,6,2,5.0,1977,3,108501.73863556002
1071,23,2,96,52,15,15,25.0,2011,2,124780.39174821721
7124,6,3,78,76,6,15,17.0,2017,3,216138.7023005154
6420,11,2,40,21,7,2,12.0,1969,5,197485.1468100484
13569,1,1,42,18,10,13,17.0,1977,1,149677.9914540271
48,13,3,80,48,10,11,14.0,1999,15,350684.6285601905
3501,1,1,40,32,6,11,17.0,2016,1,123490.21223933615
12906,34,2,62,60,6,6,6.0,2017,11,276616.6784954175
8854,96,2,54,33,9,8,12.0,2001,4,249915.52201067784
428,110,1,41,22,8,4,10.0,1997,8,186980.31660933024
6814,52,2,66,32,6,2,17.0,2018,5,183784.6944445556
10088,30,1,37,37,6,17,17.0,1977,23,147568.71339691465
15906,1,2,61,32,6,8,7.0,2017,1,181580.02428659954
803,27,2,60,32,6,13,19.0,1977,1,125107.8649524418
3362,80,2,54,33,9,17,17.0,1987,5,182962.53428233575
8964,58,2,55,32,6,9,17.0,1977,5,145198.81031396185
10025,33,1,32,32,6,14,12.0,1977,10,178319.04566084372
6114,28,3,87,45,10,15,17.0,2006,3,456916.5399610608
10004,45,2,78,32,6,15,22.0,2018,2,372016.9226293614
3195,27,3,84,32,6,15,1.0,1977,3,244004.6215438027
15390,121,2,59,35,7,5,5.0,1961,7,252902.03628956052
7764,53,2,58,32,6,19,22.0,1977,3,293594.1053265966
9040,29,1,32,17,6,5,5.0,1961,2,139518.17196762437
12589,6,1,42,32,6,13,17.0,1977,3,129982.60183737562
6081,39,1,47,18,12,12,17.0,2008,2,227713.90732049692
566,95,2,46,34,6,5,5.0,1960,5,239493.00968045674
6301,6,1,41,32,6,8,17.0,1977,3,120738.9379225169
782,26,2,83,40,13,5,30.0,2013,2,413245.40451011725
5290,62,3,69,47,7,8,12.0,1976,5,287626.2291640761
9744,1,1,46,44,6,18,24.0,1977,1,158512.55725621647
5020,58,3,80,77,10,6,17.0,1999,1,338474.7455861817
5602,93,3,169,32,6,2,10.0,1977,3,190949.2939983979
14273,90,2,51,32,8,5,17.0,1988,3,258636.09892975198
5664,129,2,49,31,6,6,5.0,1963,5,205370.57055287168
656,26,1,56,27,13,10,30.0,2012,2,304383.0094058014
12336,11,2,56,28,11,5,16.0,1994,1,251233.30382357433
12179,75,2,46,31,6,6,5.0,1962,5,168429.89215802215
9320,30,3,76,32,6,4,2.0,2016,23,202260.78813259906
10871,85,1,35,18,6,7,9.0,1981,7,175356.36604794435
6844,125,2,43,29,6,11,5.0,1969,1,205554.83925673604
14467,58,1,50,45,14,10,9.0,2017,5,105638.51674758486
13102,14,1,36,23,9,12,12.0,1974,5,179619.3554513593
11012,119,1,38,24,10,6,12.0,1968,5,169616.4684513733
9307,1,2,57,32,6,8,25.0,2016,1,104450.49647655948
11087,9,2,60,32,6,5,1.0,1977,4,179144.8130739315
10453,28,1,36,19,9,4,12.0,1970,3,175299.73979434534
8970,38,3,99,54,6,13,20.0,2017,7,425037.64182000037
1600,80,1,42,21,8,13,12.0,1980,5,166765.5074582915
750,93,1,43,21,8,8,17.0,2010,4,134457.62446557716
8078,3,2,50,31,6,11,9.0,1971,2,209650.8020785924
11495,27,2,63,61,6,5,10.0,1977,3,188640.46278718926
4261,1,3,87,32,6,18,20.0,1977,1,309210.6772359071
15249,9,3,77,49,9,11,17.0,1989,4,252808.384278877
2634,89,3,73,47,8,4,15.0,1971,1,467642.008326711
10043,30,4,118,118,6,3,2.0,2016,23,237969.1443226536
2217,74,1,48,32,6,16,18.0,1977,2,161629.15875320745
14895,75,1,41,40,10,16,22.0,1957,5,194359.83305035852
2596,27,1,40,40,6,12,17.0,1977,1,99751.48497793195
11335,62,2,86,83,6,10,8.0,2018,3,175178.53061696273
9213,101,2,57,34,7,3,5.0,1959,2,194313.18291762512
5350,87,2,46,31,6,5,9.0,1977,6,195374.1483916861
4939,122,3,75,46,10,10,14.0,1996,8,314057.5163076268
2266,6,1,40,32,6,16,17.0,1977,3,115205.61279031215
4705,99,3,69,43,9,4,14.0,1978,8,239422.80891976718
8980,3,1,33,18,6,10,9.0,1972,2,155493.89631401276
4320,29,1,47,21,12,28,30.0,2015,2,115651.35930630488
4497,1,1,38,38,8,7,17.0,1991,1,97464.32733792027
15108,91,2,47,27,6,3,12.0,1972,3,179439.00500512664
15839,27,2,66,32,6,12,10.0,2015,3,192458.67627189533
2647,23,1,41,32,6,1,4.0,1977,3,90511.00834907682
12393,11,2,57,31,10,5,16.0,1980,1,242402.234569005
11044,6,1,40,19,9,17,17.0,2013,3,135102.90272266665
10240,129,2,47,27,8,2,5.0,1933,5,196667.3865180616
5542,6,2,60,32,6,5,17.0,1977,3,170935.02435555722
1106,66,2,46,29,6,13,12.0,1972,7,238608.6626828097
15679,11,2,62,28,17,4,3.0,2014,4,100378.01085605
3886,119,1,32,18,6,3,5.0,1962,5,140942.6095097776
7982,1,1,43,41,6,5,17.0,1977,1,147308.5813936068
6042,94,2,54,37,6,8,9.0,1971,6,100245.54034245512
5137,1,2,66,32,6,17,17.0,1977,1,230613.2432268745
7476,102,2,44,31,6,1,5.0,1964,6,195061.18036188176
10778,6,2,55,53,6,19,17.0,2016,3,167848.8764314143
4288,94,3,62,46,6,9,9.0,1972,6,254125.5112503032
15744,34,1,52,32,6,21,4.0,1977,11,458378.777006171
12628,78,1,34,22,6,6,9.0,1973,4,88176.73977270172
496,62,3,84,32,6,9,13.0,1977,3,172344.61279200163
8090,23,1,30,29,10,5,17.0,2017,3,81675.49379861144
7841,13,2,56,34,9,3,16.0,2004,15,248629.6690652353
14186,101,1,36,20,6,4,5.0,1967,2,144473.56523032268
11026,18,1,38,23,8,6,17.0,1999,5,192371.63348518216
10112,74,1,44,32,6,6,17.0,1977,2,151030.4377973002
13360,8,1,42,20,8,6,17.0,1993,4,151194.60706052624
11395,1,2,66,32,10,13,17.0,1977,1,202626.5300124265
1030,83,2,54,31,8,6,17.0,1984,4,260094.9380254516
13433,142,1,34,20,6,5,5.0,1963,3,198136.4671175893
12005,45,2,46,34,6,3,5.0,1962,3,201848.9818231506
13716,1,2,43,29,6,4,5.0,1963,1,144182.15937568367
10368,130,3,56,39,6,7,9.0,1965,11,272783.8796199872
11279,19,2,74,35,9,23,25.0,2004,9,435909.1097547888
11246,113,3,81,45,10,17,22.0,2000,1,386091.0760964388
10820,1,3,76,32,6,11,17.0,1977,1,277409.4045701919
1292,1,2,56,56,6,17,17.0,1977,1,183072.75864818136
29,22,3,73,32,6,4,17.0,1977,3,202717.17462047518
14357,62,3,49,34,6,7,9.0,1980,7,123280.90975284035
1051,58,1,54,32,6,5,1.0,1977,5,113139.81440098419
15670,94,3,67,46,10,10,12.0,1977,6,272300.13195682305
7816,94,3,61,38,8,4,14.0,1993,3,240912.11599924078
16460,12,3,67,45,6,5,12.0,1982,15,226130.6038211812
12298,53,1,35,22,9,5,12.0,1967,3,221299.46037679625
9817,6,2,65,32,6,16,17.0,1977,3,191415.43391067692
12328,6,1,41,32,6,4,17.0,1977,3,130455.64137133947
7588,1,1,58,32,6,11,17.0,1977,1,164007.93991219328
15915,134,2,57,33,9,8,16.0,1979,8,353681.84031937155
14703,62,1,46,42,10,7,15.0,2015,3,110430.18826732485
1834,21,1,31,19,6,7,5.0,1959,4,123522.34038823654
14390,27,2,82,32,6,7,12.0,2018,3,183643.17390371553
3901,119,3,59,48,6,7,9.0,1972,8,206106.0437788824
1937,34,1,42,41,10,14,17.0,2017,11,193262.22989021247
13381,57,2,51,30,6,3,12.0,1982,4,200477.5063646544
6628,161,1,32,18,6,4,4.0,1965,3,159139.6129612222
